ID	fact
gladys_culkelly_03	Gladys runs a pawn shop and is a black market fence.
gladys_culkelly_04	She can sell the Stranger a Navkey to Stellar Bay on Monarch,
gladys_culkelly_05	and is also an information broker.
gladys_culkelly_06	The old lady, as she calls herself,
gladys_culkelly_07	"is famous for her cooking and ""do it yourself"" abilities"
gladys_culkelly_08	she is particularly proud of her sugar cookies,
gladys_culkelly_09	but she also knits pillows stuffed with the hair of famous tossball players
gladys_culkelly_10	Gladys gives the Stranger a copy of a distress signal from Roseway and offers to buy any valuable data that they find there.
jameson_avery	
jameson_avery_01	Jameson Avery is an assistant research engineer for Auntie Cleo.
jameson_avery_02	Anton Crane considers Jameson the only person in Roseway of worth and refers to him as his 'protege'.
jameson_avery_03	However, this feeling is not reciprocated by Jameson who resents Anton and his micromanagement with a passion.
jameson_avery_04	Anton sent Jameson to the Auntie-Biotics Lab to retrieve the metabolic precursors from the last test they conducted and,
jameson_avery_05	in the chaos of the raptidons getting loose,
jameson_avery_06	forgot about him.
jameson_avery_07	When the Stranger first meets Jameson in the lab,
jameson_avery_08	he is trapped behind a locked door.
jameson_avery_09	When the door is unlocked,
jameson_avery_10	he is more aggrieved at the breach of protocol involved in a non-employee accessing the lab than the raptidons which threatened his life
orson_shaw	
orson_shaw_01	Orson Shaw is a scientist working with Auntie Cleo in Roseway.
orson_shaw_02	Orson was sent to Roseway to study raptidon behavior and ensure the safety of the research team in case the raptidons would cause problems.
orson_shaw_03	Unfortunately, he soon found out they cannot be controlled or make them less aggressive.
orson_shaw_04	Orson likes to tinker, even if it can get him into trouble.
orson_shaw_05	When the Stranger encounters him in Roseway,
orson_shaw_06	"he is working on ""personal defensive device"","
orson_shaw_07	although he is not allowed to mess with tech like that.
orson_shaw_08	"Moreover Orson seems content Porter is away dealing with outlaws and Anton is busy ""holding his head in his hands"" because Orson can finally do some serious work."
orson_shaw_09	Orson is forbidden from using the comms room.
orson_shaw_10	The Stranger can choose to tell on Orson to Anton Crane.
orson_shaw_11	Surprisingly, Anton is actually pleased when he hears Orson is working on a weapon to use on raptidons,
orson_shaw_12	mostly because it may keep him from wasting Anton's time
outlaws	
outlaws_01	The Outlaws are interplanetary raiders with their own independent agendas.
outlaws_02	Unlike the Marauders, some Outlaws can interact with the Stranger.
raptidon	
raptidon_01	Raptidons are giant cat/reptile-like creatures that inhabit various planets in Halcyon.
raptidon_02	They are creatures native to Monarch.
raptidon_03	however some corporations have illegally imported them to other planets,
raptidon_04	such as Auntie Cleo who relocated a group of them to Roseway.
raptidon_05	Raptidons are of corporate interest due to their potential for producing new chemical by-products which,
raptidon_06	when refined, can be used to create new board approved products.
roseway	
roseway_01	Roseway is a company town in Roseway Gardens on Terra 2.
roseway_02	It is owned and operated by Auntie Cleo.
roseway_03	Once the home of a prosperous settlement,
roseway_04	Roseway now stands as a partly abandoned site.
roseway_05	It is now a ramshackle excuse for a town,
roseway_06	and visitors are encouraged to travel to other settlements instead.
unreliable	
unreliable_01	The Unreliable is a Yakita LHA one-twenty, A-two Apex Transport starship,
unreliable_02	constructed in 2325,
unreliable_03	that the Stranger uses to travel across Halcyon.
unreliable_04	It is the player character's mobile base.
unreliable_05	The ship's systems are managed by the AI ADA.
unreliable_06	Originally christened the Reliable it came into the possession of Captain Alex Hawthorne,
unreliable_07	who renamed it the Unreliable and used it for smuggling across the colonies.
unreliable_08	Hawthorne ended up in the Halcyon system by 2355,
unreliable_09	where he was hired by Phineas Vernon Welles to aid the Stranger in a bid to liberate the colonists of the Hope,
unreliable_10	a late-arriving colony ship that the Halcyon Holdings Corporate Board decided to abandon and cover up.
unreliable_11	After Hawthorne's accidental death on Terra 2,
unreliable_12	the Stranger assumed ownership of the vessel and set about searching for a new power regulator for it.
unreliable_13	Hawthorne was responsible for ADA's programming and modification.
unreliable_14	He made her solely responsible for the ship's operating and navigation systems and conceived ADA her own personality to make the crew instance more enjoyable during their travels.
unreliable_15	He also installed a shock-trap on the airlock in the event of an invasion.
unreliable_16	Now, the unreliable is The Stranger's starship.
vaughn_cortes	
vaughn_cortes_01	Vaughn Cortes is a scientist in Roseway.
vaughn_cortes_02	Vaughn is an endocrinologist who is part of the team stationed at Roseway,
vaughn_cortes_03	studying raptidons which have been shipped there from Monarch for anything that can be used in Auntie Cleo products.
vaughn_cortes_04	He is specifically responsible for analyzing the raptidon equivalent of hormones, mostly their leptin analogues.
vaughn_cortes_05	"He has a secret side business extracting raptidon musk as an experimental byproduct and selling it to a buyer from Byzantium known only as ""Gary."""
vaughn_cortes_06	"His buyers use the musk to manufacture ""N-Raptured"","
vaughn_cortes_07	an aphrodisiac in which it is the key ingredient.
vaughn_cortes_08	Vaughn's Raptidon Musk is one of the corporate secrets which may be sold to Gladys Culkelly on Groundbreaker.
