ID	fact
junlei_tennyson_02	the only community in Halcyon operating outside The Board's control.
junlei_tennyson_03	She harbours a strong dislike for the Board due to their continued attempts to exert control over Groundbreaker,
junlei_tennyson_04	and because she believes they are only after two things—bits and power—which they get by sticking their nose where it doesn't belong.
junlei_tennyson_05	She considers the Mardets, crew, and engineers of Groundbreaker to be family.
junlei_tennyson_06	Junlei Tennyson is the third generation of Tennyson leadership aboard Groundbreaker,
junlei_tennyson_07	recently promoted from chief engineer to captain after the death of her mother.
junlei_tennyson_08	She was close to her mother but frequently argued with her father over how Groundbreaker should be run.
junlei_tennyson_09	Junlei was previously in a relationship with a woman named Isabelle who tried and failed to earn the approval of Junlei's father.
junlei_tennyson_10	They continued seeing each other anyway,
junlei_tennyson_11	but the relationship eventually ended poorly.
junlei_tennyson_12	Junlei can be found in her office in Groundbreaker Engineering.
junlei_tennyson_13	She introduces herself to the Stranger as captain of Groundbreaker,
junlei_tennyson_14	and notes that her friends call her Chief.
junlei_tennyson_15	The explanation she gives for the formal introduction is that Groundbreaker doesn't see many visitors.
junlei_tennyson_16	Junlei then goes on to make it clear that she has the final say on the ship,
junlei_tennyson_17	and welcomes the Stranger on board as they seem to be different to the usual outsiders who are mostly 'Board spies and corporate sprats'.
junlei_tennyson_18	If the player asks Junlei about the heat problem on Groundbreaker,
junlei_tennyson_19	they can offer to help her obtain new radiator parts.
junlei_tennyson_20	After the radiator parts are installed,
junlei_tennyson_21	more dialogue options become available to ask her about herself and Groundbreaker.
junlei_tennyson_22	She will also direct the player to Edna Ingmire to help her with a comms issue,
junlei_tennyson_23	and inform the player that they are now authorized to trade with Doctor Mfuru.
junlei_tennyson_24	Junlei will appear on the Unreliable if the player helps to set up a date between her and Parvati.
junlei_tennyson_25	When interacted with, she thanks them for welcoming her aboard the ship.
mantipillar	
mantipillar_01	Mantipillar is a creature in The Outer Worlds.
mantipillar_02	A mantipillar spits plasma balls that burn its victims.
mantipillar_03	Mantipillars are native to Monarch.
radiator_parts	
radiator_parts_01	Salvaged from old machinery in Groundbreaker's Back Bays,
radiator_parts_02	these parts are vital to repairing the station's radiators.
radiator_parts_03	Without these parts the station will continue to overheat,
radiator_parts_04	eventually reaching critical temperatures.
radiator_parts_05	The spare parts are located on the upper level of the Back Bays.
the_board	
the_board_01	The Halcyon Holdings Corporate Board, also simply known as The Board,
the_board_02	institutes policy and law throughout the Halcyon Colony.
the_board_03	The details surrounding the board's founding remain largely unknown,
the_board_04	though its activities suggest that it was originally founded some seventy-odd years ago, give or take.
the_board_05	In that time, it has managed to terraform Terra I
the_board_06	(a catastrophic failure due to mutations rendering the wildlife overwhelmingly hostile to human life).
the_board_07	The Board maintains a very tense relationship with MSI, owing to MSI's democratic ideals and their declared ownership of Monarch.
the_board_08	As a result, the Board has placed Monarch, and by extension, MSI, under the Hazard Clause, which forbids off-world businesses from doing transactions on Monarch without the correct (and deliberately impossible to complete) documents.
the_board_09	Depending on the actions of the Stranger, MSI may be compelled to rebel against the Board's authoritarianism.
