ID	fact
sanjar_nandi_01	Sanjar Nandi is the current CEO of Monarch Stellar Industries, based in Stellar Bay.
sanjar_nandi_02	Sanjar began working for MSI at a young age and it was there where he met Graham Bryant, who would eventually become his best friend.
sanjar_nandi_03	Sanjar was ambitious but his attention to detail at the expense of big-picture thinking hampered his efforts within MSI.
sanjar_nandi_04	This led to negative performance reviews regarding his tendency to pad reports and talks with numbers and data,
sanjar_nandi_05	feedback which continues to haunt him many years on.
sanjar_nandi_06	However, the negative feedback did not dampen Sanjar's desire to move up within the company,
sanjar_nandi_07	even donating a kidney to one of the executives in hopes of promotion.
sanjar_nandi_08	Despite his poor performance, Sanjar always showed himself to be a loyal employee of the company.
sanjar_nandi_09	Despite Sanjar's best efforts, he has found it extremely challenging to continue operating MSI on Monarch without the backing of the Board.
sanjar_nandi_10	In order to improve the lives of the people he is responsible for, Sanjar has a plan to rejoin the Board through the use of a BOLT-52 form and proof of another corporate presence on Monarch.
sanjar_nandi_11	He is simultaneously working on a plan to reorganize the Board,
sanjar_nandi_12	hoping that his plans are not found out until MSI has been reinstated.
sanjar_nandi_13	Sanjar choosing to take over as head of MSI rather than dismantling it entirely caused a rift between him and Graham Bryant.
sanjar_nandi_14	The latter started the Iconoclasts,
sanjar_nandi_15	a group dedicated to spreading the word of Philosophism throughout the galaxy,
sanjar_nandi_16	and Sanjar was left in Stellar Bay to run the company and look after the employees who were left behind.
sanjar_nandi_17	He can also tell you more about the planet, that used to be called Terra 1
sanjar_nandi_18	and the reform that he and Monarch Stellar Industries tried to achieve to give more humane working conditions for everyone within.
stellar_bay	
stellar_bay_01	Outside the city walls, the lands were overrun by the native wildlife, as well as marauders and outlaws.
stellar_bay_02	Stellar Bay is a company town located on the planet Monarch. It is owned and operated by Monarch Stellar Industries.
stellar_bay_03	Stellar Bay is the largest saltuna producer on the Halcyon colony and used to be one of the most important suppliers of this resource.
unreliable	
unreliable_01	The Unreliable is a Yakita LHA one-twenty, A-two Apex Transport starship,
unreliable_02	constructed in 2325,
unreliable_03	that the Stranger uses to travel across Halcyon.
unreliable_04	It is the player character's mobile base.
unreliable_05	The ship's systems are managed by the AI ADA.
unreliable_06	Originally christened the Reliable it came into the possession of Captain Alex Hawthorne,
unreliable_07	who renamed it the Unreliable and used it for smuggling across the colonies.
unreliable_08	Hawthorne ended up in the Halcyon system by 2355,
unreliable_09	where he was hired by Phineas Vernon Welles to aid the Stranger in a bid to liberate the colonists of the Hope,
unreliable_10	a late-arriving colony ship that the Halcyon Holdings Corporate Board decided to abandon and cover up.
unreliable_11	After Hawthorne's accidental death on Terra 2,
unreliable_12	the Stranger assumed ownership of the vessel and set about searching for a new power regulator for it.
unreliable_13	Hawthorne was responsible for ADA's programming and modification.
unreliable_14	He made her solely responsible for the ship's operating and navigation systems and conceived ADA her own personality to make the crew instance more enjoyable during their travels.
unreliable_15	He also installed a shock-trap on the airlock in the event of an invasion.
unreliable_16	Now, the unreliable is The Stranger's starship.
velma_ballard	
velma_ballard_01	Velma Ballard is the supervisor in charge of the Saltuna Warehouse in Stellar Bay.
velma_ballard_02	Velma has a tense relationship with Catherine Malin.
yacht_club	
yacht_club_01	The Yacht Club is a bar in Stellar Bay.
