ID	fact
sealed_bundle	
sealed_bundle_01	This bundled was stashed by Ludwig Miller to protect it from automechanicals.
sealed_bundle_02	It contains a Mag-2-Zap which will be given to the Stranger when the bundle is returned to Ludwig.
spacers_choice	
spacers_choice_01	Spacer's Choice is a wholly-owned subsidiary of Universal Defense Logistics.
spacers_choice_02	Their mascot is the Moon Man.
spacers_choice_03	Specializing in making a wide range of products as cheap as possible for the consumer,
spacers_choice_04	Spacer's Choice cater to a broad range of clientele.
spacers_choice_05	While their products are not very durable,
spacers_choice_06	they are cheap to repair or replace.
spacers_choice_07	Their employees will quote the company's sales line,
spacers_choice_08	regardless of their own condition and are not to accept assistance from outside the company.
spacers_choice_09	"They can also be reprimanded for fraternizing with employees labelled as ""incompetent"" - those unavailable to work."
spacers_choice_cantina	
spacers_choice_cantina_01	The Spacer's Choice Cantina is a location in Edgewater.
spacers_choice_cantina_02	It is located directly opposite the south entrance to the town.
