ID	fact
monarch_stellar_industries_08	due to the loss of their asset and as such enforced an embargo on Monarch.
monarch_stellar_industries_09	MSI as a corporation espouses a more egalitarian philosophy than the other companies on The Board, valuing the rights and individual liberties of its workers and employees.
monarch_stellar_industries_10	However, the violent and wild ecosystem of Monarch, coupled with the pressure applied from the Board-authorized Hazard Clause, have forced MSI to cut corners in their attempt at survival.
monarch_stellar_industries_11	MSI maintains a tense relationship with the revolutionary band of survivalists known as the Iconoclasts,
monarch_stellar_industries_12	in part due to the Iconoclasts believing in total anti-corporate ideals,
monarch_stellar_industries_13	as opposed to MSI's more corporate-egalitarian views.
monarch_stellar_industries_14	Depending on the actions of the Stranger, the tense relationship can spill out into warfare, or be resolved peacefully.
monarch_stellar_industries_15	The Board maintains a very tense relationship with MSI, owing to MSI's democratic ideals and their declared ownership of Monarch.
monarch_stellar_industries_16	As a result, the Board has placed Monarch, and by extension, MSI, under the Hazard Clause, which forbids off-world businesses from doing transactions on Monarch without the correct (and deliberately impossible to complete) documents.
zora_blackwood	
zora_blackwood_01	Zora Blackwood is one of the two leaders of the Iconoclasts, based out of Amber Heights.
zora_blackwood_02	Zora Blackwood is a member of the Iconoclasts and, alongside Graham Bryant, is one of the group's de facto leaders.
zora_blackwood_03	She is known to be the backbone of the Iconoclasts, keeping the group together through thick or thin.
zora_blackwood_04	She joined Graham Bryant and helped start the Iconoclasts, patching up those who got wounded while fighting for their cause.
zora_blackwood_05	Nearly every member of the Iconoclasts owes her their life in some way.
zora_blackwood_06	However, her methods of operation including her desire to impose some form of scheduling on the faction, has ruffled some feathers.
zora_blackwood_07	This has led to conflicts between herself and Graham Bryant, the latter being more focused on spreading the message of Philosophism
zora_blackwood_08	Graham considers Zora's concerns about food and medicine to be a distracting attachment to corporate materialism.
zora_blackwood_09	Zora values the lives of the Van Noys more than securing the printing press
zora_blackwood_10	Zora does not know that Graham Bryant helped aid in the Amber Heights Massacre
zora_blackwood_11	Before joining the Iconoclasts, Zora lived in Cascadia and worked for Rizzo's in the bottling plant as a doctor.
zora_blackwood_12	"She was an excellent employee and described as a ""top-notch sawbones with a good head for working under pressure""."
zora_blackwood_13	The Stranger can back Zora in taking over as leader of the Iconoclasts and either brokering peace with Stellar Bay or defeating MSI.
zora_blackwood_14	If the player sides with MSI, they will be tasked with killing her.
zora_blackwood_15	If the player earns her trust, they can instead convince her to make peace with MSI.
