ID	fact
halcyon_holdings_corporation_building_09	Ahead of the elevator is a reception desk stationed by Percival Platt.
halcyon_holdings_corporation_building_10	The upper floor is also guarded by Corporate Sentinels.
halcyon_holdings_corporation_building_11	The door directly behind Percival leads to Rockwell's office.
halcyon_holdings_corporation_building_12	Facing him, the door to the left leads to Clarke's office,
halcyon_holdings_corporation_building_13	and contains a massive hole in the wall leading to Rockwell's office.
halcyon_holdings_corporation_building_14	Inside Rockwell's office, there is a bar and terminal.
percival_platt	
percival_platt_01	Percival Platt is the personal assistant to Adjutant Akande and Chairman Rockwell.
percival_platt_02	Percival got his position as the personal assistant of Akande and Rockwell due to his reputation for discretion and his family's connections.
percival_platt_03	His tasks include completing paperwork and providing rewards on behalf of Akande,
percival_platt_04	as well as providing a selection of Board-certified equipment to acting agents of the Board.
percival_platt_05	His hobby is organizing the Adjutant's stationery,
percival_platt_06	as he has a weakness for personalized stationery.
